article_id,published_at,source,category,title,article_text,brand_mentioned,cluster
NEWS-03711,2025-06-10 16:00:00,Global Wire,Entertainment,Festival developments reshape entertainment outlook,"A new festival report highlights music and streaming developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-04118,2025-06-10 17:00:00,Metro Journal,Technology,Startup developments reshape technology outlook,"A new startup report highlights cybersecurity and artificial intelligence developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-02213,2025-06-10 17:00:00,Insight News,World,Trade developments reshape world outlook involving Amazon,"A new trade report highlights conflict and humanitarian developments in the world sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon,7
NEWS-01409,2025-06-10 18:00:00,Metro Journal,Sports,Championship developments reshape sports outlook involving Netflix,"A new championship report highlights tournament and season developments in the sports sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,5
NEWS-01728,2025-06-10 18:00:00,Metro Journal,Technology,Artificial Intelligence developments reshape technology outlook,"A new artificial intelligence report highlights cloud and startup developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-02337,2025-06-10 20:00:00,Metro Journal,Entertainment,Television developments reshape entertainment outlook involving Microsoft,"A new television report highlights streaming and festival developments in the entertainment sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,0
NEWS-00640,2025-06-10 20:00:00,Morning Brief,Business,Investment developments reshape business outlook involving Netflix,"A new investment report highlights merger and retail developments in the business sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,1
NEWS-03922,2025-06-10 21:00:00,Global Wire,Politics,Election developments reshape politics outlook,"A new election report highlights government and campaign developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-04226,2025-06-10 21:00:00,Morning Brief,World,Conflict developments reshape world outlook involving Amazon,"A new conflict report highlights region and summit developments in the world sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon,7
NEWS-02275,2025-06-10 23:00:00,Metro Journal,Entertainment,Music developments reshape entertainment outlook involving OpenAI,"A new music report highlights celebrity and streaming developments in the entertainment sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI,0
NEWS-02621,2025-06-11 00:00:00,Metro Journal,World,Diplomacy developments reshape world outlook,"A new diplomacy report highlights conflict and region developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-00198,2025-06-11 00:00:00,Daily Ledger,Health,Clinical developments reshape health outlook,"A new clinical report highlights wellness and medicine developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-02236,2025-06-11 00:00:00,Daily Ledger,Entertainment,Streaming developments reshape entertainment outlook involving OpenAI,"A new streaming report highlights celebrity and television developments in the entertainment sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI,0
NEWS-04348,2025-06-11 01:00:00,Daily Ledger,World,Summit developments reshape world outlook,"A new summit report highlights diplomacy and trade developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-03091,2025-06-11 01:00:00,Insight News,Politics,Senate developments reshape politics outlook,"A new senate report highlights election and government developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-02693,2025-06-11 01:00:00,Global Wire,Sports,Championship developments reshape sports outlook,"A new championship report highlights season and league developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-02980,2025-06-11 03:00:00,Metro Journal,Politics,Senate developments reshape politics outlook,"A new senate report highlights election and policy developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-04409,2025-06-11 05:00:00,Morning Brief,Politics,Regulation developments reshape politics outlook involving Tesla,"A new regulation report highlights election and government developments in the politics sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,3
NEWS-04513,2025-06-11 06:00:00,Morning Brief,World,Humanitarian developments reshape world outlook involving Google,"A new humanitarian report highlights region and diplomacy developments in the world sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,7
NEWS-01071,2025-06-11 06:00:00,Metro Journal,Politics,Government developments reshape politics outlook involving Netflix,"A new government report highlights policy and regulation developments in the politics sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,3
NEWS-01193,2025-06-11 10:00:00,Daily Ledger,Politics,Regulation developments reshape politics outlook involving Google,"A new regulation report highlights senate and campaign developments in the politics sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,3
NEWS-04669,2025-06-11 10:00:00,Morning Brief,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights campaign and government developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-04572,2025-06-11 11:00:00,Global Wire,Entertainment,Television developments reshape entertainment outlook involving Tesla,"A new television report highlights streaming and festival developments in the entertainment sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,0
NEWS-01679,2025-06-11 11:00:00,Insight News,Science,Discovery developments reshape science outlook,"A new discovery report highlights research and energy developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
NEWS-02812,2025-06-11 13:00:00,Insight News,Technology,Artificial Intelligence developments reshape technology outlook,"A new artificial intelligence report highlights chip and software developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-02950,2025-06-11 14:00:00,Morning Brief,Politics,Election developments reshape politics outlook involving Microsoft,"A new election report highlights campaign and senate developments in the politics sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,3
NEWS-00912,2025-06-11 15:00:00,Daily Ledger,Science,Discovery developments reshape science outlook involving Amazon,"A new discovery report highlights climate and laboratory developments in the science sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon,2
NEWS-00949,2025-06-11 16:00:00,Insight News,Health,Hospital developments reshape health outlook,"A new hospital report highlights medicine and public health developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-00279,2025-06-11 17:00:00,Insight News,Politics,Election developments reshape politics outlook involving Google,"A new election report highlights campaign and policy developments in the politics sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,3
NEWS-03748,2025-06-11 18:00:00,Daily Ledger,Entertainment,Celebrity developments reshape entertainment outlook involving Microsoft,"A new celebrity report highlights music and film developments in the entertainment sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,0
NEWS-04680,2025-06-11 18:00:00,Daily Ledger,Health,Clinical developments reshape health outlook,"A new clinical report highlights hospital and vaccine developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-01709,2025-06-11 19:00:00,Morning Brief,Sports,Athlete developments reshape sports outlook,"A new athlete report highlights tournament and coach developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-01355,2025-06-11 20:00:00,Metro Journal,Health,Public Health developments reshape health outlook,"A new public health report highlights vaccine and wellness developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-03949,2025-06-11 21:00:00,Morning Brief,Sports,Coach developments reshape sports outlook involving Apple,"A new coach report highlights tournament and championship developments in the sports sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,5
NEWS-00829,2025-06-11 22:00:00,Daily Ledger,Business,Investment developments reshape business outlook involving Apple,"A new investment report highlights merger and retail developments in the business sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,1
NEWS-00704,2025-06-11 23:00:00,Metro Journal,Health,Medicine developments reshape health outlook,"A new medicine report highlights public health and hospital developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-02695,2025-06-11 23:00:00,Daily Ledger,Politics,Senate developments reshape politics outlook,"A new senate report highlights policy and campaign developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-05023,2025-06-12 00:00:00,Morning Brief,Health,Vaccine developments reshape health outlook involving Apple,"A new vaccine report highlights clinical and medicine developments in the health sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,6
NEWS-04841,2025-06-12 00:00:00,Daily Ledger,Health,Medicine developments reshape health outlook,"A new medicine report highlights clinical and public health developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-04657,2025-06-12 01:00:00,Daily Ledger,World,Region developments reshape world outlook,"A new region report highlights conflict and trade developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-04924,2025-06-12 01:00:00,Insight News,Politics,Government developments reshape politics outlook,"A new government report highlights senate and election developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-03908,2025-06-12 06:00:00,Daily Ledger,Science,Energy developments reshape science outlook involving OpenAI,"A new energy report highlights laboratory and discovery developments in the science sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI,2
NEWS-00896,2025-06-12 06:00:00,Morning Brief,Entertainment,Festival developments reshape entertainment outlook,"A new festival report highlights television and film developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-03445,2025-06-12 06:00:00,Morning Brief,Health,Medicine developments reshape health outlook,"A new medicine report highlights hospital and vaccine developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-01326,2025-06-12 08:00:00,Global Wire,Business,Market developments reshape business outlook involving Google,"A new market report highlights retail and merger developments in the business sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,1
NEWS-04443,2025-06-12 08:00:00,Morning Brief,Technology,Artificial Intelligence developments reshape technology outlook,"A new artificial intelligence report highlights startup and cloud developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-03249,2025-06-12 09:00:00,Morning Brief,Health,Clinical developments reshape health outlook involving Netflix,"A new clinical report highlights vaccine and public health developments in the health sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,6
NEWS-01339,2025-06-12 10:00:00,Morning Brief,Technology,Cloud developments reshape technology outlook,"A new cloud report highlights startup and chip developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-01152,2025-06-12 10:00:00,Metro Journal,Health,Public Health developments reshape health outlook involving Netflix,"A new public health report highlights wellness and medicine developments in the health sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,6
NEWS-03405,2025-06-12 10:00:00,Insight News,Technology,Cloud developments reshape technology outlook involving Netflix,"A new cloud report highlights chip and startup developments in the technology sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,4
NEWS-02646,2025-06-12 12:00:00,Morning Brief,Science,Research developments reshape science outlook,"A new research report highlights climate and laboratory developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
NEWS-03946,2025-06-12 13:00:00,Daily Ledger,Science,Space developments reshape science outlook,"A new space report highlights discovery and research developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
NEWS-02165,2025-06-12 13:00:00,Metro Journal,Health,Wellness developments reshape health outlook,"A new wellness report highlights vaccine and clinical developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-03676,2025-06-12 15:00:00,Daily Ledger,Business,Investment developments reshape business outlook,"A new investment report highlights retail and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-04904,2025-06-12 16:00:00,Daily Ledger,Business,Investment developments reshape business outlook,"A new investment report highlights merger and retail developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-01774,2025-06-12 18:00:00,Insight News,World,Conflict developments reshape world outlook involving Tesla,"A new conflict report highlights region and summit developments in the world sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,7
NEWS-00406,2025-06-12 21:00:00,Metro Journal,Health,Medicine developments reshape health outlook involving Google,"A new medicine report highlights hospital and public health developments in the health sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,6
NEWS-02755,2025-06-12 21:00:00,Metro Journal,World,Conflict developments reshape world outlook,"A new conflict report highlights diplomacy and humanitarian developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-02934,2025-06-12 21:00:00,Daily Ledger,World,Summit developments reshape world outlook,"A new summit report highlights humanitarian and conflict developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-00858,2025-06-12 23:00:00,Daily Ledger,Business,Strategy developments reshape business outlook involving Tesla,"A new strategy report highlights retail and market developments in the business sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,1
NEWS-04907,2025-06-12 23:00:00,Metro Journal,Politics,Policy developments reshape politics outlook,"A new policy report highlights election and campaign developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-03659,2025-06-12 23:00:00,Global Wire,Politics,Campaign developments reshape politics outlook,"A new campaign report highlights government and policy developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-03428,2025-06-12 23:00:00,Global Wire,Business,Retail developments reshape business outlook involving Tesla,"A new retail report highlights strategy and investment developments in the business sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,1
NEWS-00817,2025-06-12 23:00:00,Morning Brief,Sports,Coach developments reshape sports outlook,"A new coach report highlights tournament and league developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-03338,2025-06-13 00:00:00,Insight News,Business,Market developments reshape business outlook,"A new market report highlights retail and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00024,2025-06-13 00:00:00,Daily Ledger,Entertainment,Festival developments reshape entertainment outlook involving OpenAI,"A new festival report highlights music and television developments in the entertainment sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI,0
NEWS-01223,2025-06-13 00:00:00,Daily Ledger,World,Conflict developments reshape world outlook,"A new conflict report highlights trade and diplomacy developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-02730,2025-06-13 00:00:00,Daily Ledger,Entertainment,Celebrity developments reshape entertainment outlook,"A new celebrity report highlights television and music developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-01714,2025-06-13 00:00:00,Insight News,Business,Merger developments reshape business outlook,"A new merger report highlights market and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-03598,2025-06-13 01:00:00,Global Wire,Technology,Software developments reshape technology outlook,"A new software report highlights cybersecurity and startup developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-00956,2025-06-13 01:00:00,Global Wire,Politics,Senate developments reshape politics outlook involving Google,"A new senate report highlights regulation and government developments in the politics sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,3
NEWS-03663,2025-06-13 01:00:00,Insight News,Politics,Senate developments reshape politics outlook,"A new senate report highlights government and regulation developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-00502,2025-06-13 02:00:00,Morning Brief,Business,Investment developments reshape business outlook involving Google,"A new investment report highlights earnings and strategy developments in the business sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,1
NEWS-01120,2025-06-13 03:00:00,Insight News,Business,Earnings developments reshape business outlook,"A new earnings report highlights retail and strategy developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-04590,2025-06-13 04:00:00,Daily Ledger,Business,Market developments reshape business outlook involving Apple,"A new market report highlights merger and investment developments in the business sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,1
NEWS-03051,2025-06-13 05:00:00,Insight News,Business,Market developments reshape business outlook,"A new market report highlights investment and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-04355,2025-06-13 05:00:00,Insight News,Sports,Season developments reshape sports outlook,"A new season report highlights coach and athlete developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-01581,2025-06-13 06:00:00,Metro Journal,Politics,Senate developments reshape politics outlook,"A new senate report highlights election and policy developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-04123,2025-06-13 06:00:00,Insight News,Business,Market developments reshape business outlook,"A new market report highlights earnings and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00662,2025-06-13 06:00:00,Metro Journal,Business,Earnings developments reshape business outlook,"A new earnings report highlights strategy and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00179,2025-06-13 06:00:00,Morning Brief,Politics,Election developments reshape politics outlook,"A new election report highlights policy and government developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-02611,2025-06-13 07:00:00,Global Wire,Business,Merger developments reshape business outlook,"A new merger report highlights market and earnings developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-01563,2025-06-13 08:00:00,Insight News,Politics,Policy developments reshape politics outlook,"A new policy report highlights campaign and election developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-00803,2025-06-13 08:00:00,Metro Journal,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights campaign and senate developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-01226,2025-06-13 08:00:00,Morning Brief,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights election and senate developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-02287,2025-06-13 08:00:00,Morning Brief,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights campaign and election developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-02495,2025-06-13 09:00:00,Morning Brief,Business,Market developments reshape business outlook,"A new market report highlights investment and strategy developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-02167,2025-06-13 09:00:00,Metro Journal,Science,Research developments reshape science outlook,"A new research report highlights discovery and laboratory developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
NEWS-01753,2025-06-13 10:00:00,Global Wire,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights policy and senate developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-03064,2025-06-13 11:00:00,Daily Ledger,Technology,Cybersecurity developments reshape technology outlook involving Nike,"A new cybersecurity report highlights chip and startup developments in the technology sector involving Nike. Analysts discuss possible effects on audiences, organizations, and future planning.",Nike,4
NEWS-03371,2025-06-13 12:00:00,Daily Ledger,Sports,Championship developments reshape sports outlook involving Microsoft,"A new championship report highlights coach and league developments in the sports sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,5
NEWS-03543,2025-06-13 12:00:00,Daily Ledger,Business,Market developments reshape business outlook involving Netflix,"A new market report highlights strategy and investment developments in the business sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,1
NEWS-05039,2025-06-13 12:00:00,Global Wire,Business,Strategy developments reshape business outlook involving OpenAI,"A new strategy report highlights investment and merger developments in the business sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI,1
NEWS-02773,2025-06-13 13:00:00,Global Wire,Health,Vaccine developments reshape health outlook,"A new vaccine report highlights public health and medicine developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-02592,2025-06-13 13:00:00,Daily Ledger,Entertainment,Film developments reshape entertainment outlook,"A new film report highlights television and music developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-02707,2025-06-13 14:00:00,Global Wire,Sports,Season developments reshape sports outlook,"A new season report highlights tournament and coach developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-02006,2025-06-13 14:00:00,Global Wire,Business,Market developments reshape business outlook,"A new market report highlights investment and strategy developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-01150,2025-06-13 14:00:00,Daily Ledger,Entertainment,Television developments reshape entertainment outlook involving Apple,"A new television report highlights festival and celebrity developments in the entertainment sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,0
NEWS-04262,2025-06-13 14:00:00,Insight News,Health,Hospital developments reshape health outlook involving Apple,"A new hospital report highlights clinical and vaccine developments in the health sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,6
NEWS-02633,2025-06-13 15:00:00,Metro Journal,Health,Hospital developments reshape health outlook involving Nike,"A new hospital report highlights clinical and medicine developments in the health sector involving Nike. Analysts discuss possible effects on audiences, organizations, and future planning.",Nike,6
NEWS-01021,2025-06-13 15:00:00,Metro Journal,Sports,Coach developments reshape sports outlook,"A new coach report highlights league and championship developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-03541,2025-06-13 15:00:00,Global Wire,Politics,Government developments reshape politics outlook,"A new government report highlights election and campaign developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-02364,2025-06-13 15:00:00,Morning Brief,Business,Merger developments reshape business outlook,"A new merger report highlights market and earnings developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-04198,2025-06-13 18:00:00,Morning Brief,Business,Strategy developments reshape business outlook,"A new strategy report highlights market and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-04899,2025-06-13 18:00:00,Daily Ledger,Politics,Campaign developments reshape politics outlook involving Microsoft,"A new campaign report highlights government and election developments in the politics sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,3
NEWS-01249,2025-06-13 18:00:00,Morning Brief,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights senate and election developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-01910,2025-06-13 18:00:00,Morning Brief,Entertainment,Film developments reshape entertainment outlook involving Tesla,"A new film report highlights celebrity and festival developments in the entertainment sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,0
NEWS-03012,2025-06-13 19:00:00,Daily Ledger,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights election and government developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-01523,2025-06-13 19:00:00,Daily Ledger,Technology,Chip developments reshape technology outlook,"A new chip report highlights artificial intelligence and cloud developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-00181,2025-06-13 19:00:00,Daily Ledger,Politics,Campaign developments reshape politics outlook,"A new campaign report highlights government and regulation developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-03701,2025-06-13 21:00:00,Global Wire,Business,Investment developments reshape business outlook,"A new investment report highlights retail and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-01737,2025-06-13 21:00:00,Morning Brief,Business,Strategy developments reshape business outlook,"A new strategy report highlights merger and market developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00452,2025-06-13 21:00:00,Daily Ledger,Business,Strategy developments reshape business outlook,"A new strategy report highlights earnings and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00876,2025-06-13 21:00:00,Insight News,Health,Vaccine developments reshape health outlook,"A new vaccine report highlights public health and wellness developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-04862,2025-06-13 21:00:00,Global Wire,Business,Merger developments reshape business outlook,"A new merger report highlights market and retail developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-02404,2025-06-13 22:00:00,Daily Ledger,Sports,Tournament developments reshape sports outlook,"A new tournament report highlights coach and league developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-03627,2025-06-13 22:00:00,Global Wire,Business,Retail developments reshape business outlook involving Apple,"A new retail report highlights market and investment developments in the business sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,1
NEWS-03614,2025-06-13 22:00:00,Daily Ledger,Politics,Campaign developments reshape politics outlook,"A new campaign report highlights senate and government developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-00846,2025-06-13 23:00:00,Daily Ledger,Politics,Government developments reshape politics outlook involving Apple,"A new government report highlights campaign and regulation developments in the politics sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,3
NEWS-00182,2025-06-13 23:00:00,Metro Journal,Science,Discovery developments reshape science outlook,"A new discovery report highlights climate and energy developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
NEWS-00692,2025-06-14 01:00:00,Morning Brief,Sports,Coach developments reshape sports outlook involving Nike,"A new coach report highlights tournament and season developments in the sports sector involving Nike. Analysts discuss possible effects on audiences, organizations, and future planning.",Nike,5
NEWS-01489,2025-06-14 02:00:00,Morning Brief,Politics,Regulation developments reshape politics outlook,"A new regulation report highlights election and senate developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-02667,2025-06-14 05:00:00,Morning Brief,Business,Strategy developments reshape business outlook,"A new strategy report highlights earnings and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00939,2025-06-14 05:00:00,Insight News,Health,Medicine developments reshape health outlook,"A new medicine report highlights wellness and vaccine developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-01515,2025-06-14 05:00:00,Insight News,Technology,Artificial Intelligence developments reshape technology outlook involving Netflix,"A new artificial intelligence report highlights cybersecurity and chip developments in the technology sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,4
NEWS-02203,2025-06-14 07:00:00,Insight News,Technology,Cybersecurity developments reshape technology outlook involving Netflix,"A new cybersecurity report highlights artificial intelligence and chip developments in the technology sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,4
NEWS-04180,2025-06-14 07:00:00,Morning Brief,World,Region developments reshape world outlook involving Amazon,"A new region report highlights diplomacy and summit developments in the world sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon,7
NEWS-03241,2025-06-14 08:00:00,Global Wire,Science,Space developments reshape science outlook involving Microsoft,"A new space report highlights research and energy developments in the science sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,2
NEWS-04379,2025-06-14 09:00:00,Global Wire,Politics,Policy developments reshape politics outlook,"A new policy report highlights senate and government developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-04285,2025-06-14 09:00:00,Metro Journal,Politics,Government developments reshape politics outlook involving Amazon,"A new government report highlights campaign and regulation developments in the politics sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon,3
NEWS-05037,2025-06-14 09:00:00,Morning Brief,Health,Public Health developments reshape health outlook involving Netflix,"A new public health report highlights hospital and wellness developments in the health sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,6
NEWS-00816,2025-06-14 10:00:00,Morning Brief,Sports,Season developments reshape sports outlook involving Nike,"A new season report highlights championship and tournament developments in the sports sector involving Nike. Analysts discuss possible effects on audiences, organizations, and future planning.",Nike,5
NEWS-00652,2025-06-14 12:00:00,Daily Ledger,Business,Merger developments reshape business outlook,"A new merger report highlights strategy and retail developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-00370,2025-06-14 12:00:00,Morning Brief,Science,Climate developments reshape science outlook,"A new climate report highlights energy and discovery developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
